dataset,config,policy_mode,selectivity,query_id,k,post_filter_recall,candidate_reference_recall,full_authorized_recall,post_filter_underfill,candidate_vs_full_overlap,post_filter_vs_full_overlap,reference_scope,full_base,visible_count,visible_ratio,dim,num_base
sift1m,high-acc,uniform_random,0.25,4166,1,0.0,0.0,1.0,1.0,0.0,0.0,full_base_calibration,True,249631,0.249631,128,1000000
sift1m,high-acc,uniform_random,0.25,4166,10,0.0,1.0,1.0,1.0,0.3,0.2,full_base_calibration,True,249631,0.249631,128,1000000
sift1m,high-acc,uniform_random,0.25,4166,100,1.0,1.0,1.0,1.0,0.17,0.17,full_base_calibration,True,249631,0.249631,128,1000000
sift1m,high-acc,uniform_random,0.25,5275,1,0.0,0.0,1.0,1.0,0.0,0.0,full_base_calibration,True,249631,0.249631,128,1000000
sift1m,high-acc,uniform_random,0.25,5275,10,0.0,1.0,1.0,1.0,0.5,0.2,full_base_calibration,True,249631,0.249631,128,1000000
sift1m,high-acc,uniform_random,0.25,5275,100,1.0,1.0,1.0,1.0,0.23,0.23,full_base_calibration,True,249631,0.249631,128,1000000
sift1m,high-acc,uniform_random,0.25,7521,1,0.0,0.0,1.0,1.0,0.0,0.0,full_base_calibration,True,249631,0.249631,128,1000000
sift1m,high-acc,uniform_random,0.25,7521,10,0.0,1.0,1.0,1.0,0.5,0.3,full_base_calibration,True,249631,0.249631,128,1000000
sift1m,high-acc,uniform_random,0.25,7521,100,1.0,1.0,1.0,1.0,0.26,0.26,full_base_calibration,True,249631,0.249631,128,1000000
sift1m,high-acc,uniform_random,0.25,7422,1,1.0,1.0,1.0,0.0,1.0,1.0,full_base_calibration,True,249631,0.249631,128,1000000
sift1m,high-acc,uniform_random,0.25,7422,10,1.0,1.0,1.0,1.0,0.4,0.3,full_base_calibration,True,249631,0.249631,128,1000000
sift1m,high-acc,uniform_random,0.25,7422,100,1.0,1.0,1.0,1.0,0.19,0.19,full_base_calibration,True,249631,0.249631,128,1000000
sift1m,high-acc,uniform_random,0.25,7903,1,0.0,0.0,0.0,1.0,1.0,0.0,full_base_calibration,True,249631,0.249631,128,1000000
sift1m,high-acc,uniform_random,0.25,7903,10,0.0,0.0,0.0,1.0,0.7,0.5,full_base_calibration,True,249631,0.249631,128,1000000
sift1m,high-acc,uniform_random,0.25,7903,100,0.0,0.0,0.0,1.0,0.2,0.2,full_base_calibration,True,249631,0.249631,128,1000000
sift1m,high-acc,uniform_random,0.25,8536,1,0.0,0.0,0.0,1.0,0.0,0.0,full_base_calibration,True,249631,0.249631,128,1000000
sift1m,high-acc,uniform_random,0.25,8536,10,0.0,0.0,0.0,1.0,0.4,0.2,full_base_calibration,True,249631,0.249631,128,1000000
sift1m,high-acc,uniform_random,0.25,8536,100,0.0,0.0,0.0,1.0,0.29,0.29,full_base_calibration,True,249631,0.249631,128,1000000
sift1m,high-acc,uniform_random,0.25,9743,1,0.0,0.0,0.0,1.0,0.0,0.0,full_base_calibration,True,249631,0.249631,128,1000000
sift1m,high-acc,uniform_random,0.25,9743,10,0.0,0.0,0.0,1.0,0.2,0.1,full_base_calibration,True,249631,0.249631,128,1000000
sift1m,high-acc,uniform_random,0.25,9743,100,0.0,0.0,0.0,1.0,0.19,0.19,full_base_calibration,True,249631,0.249631,128,1000000
sift1m,high-acc,uniform_random,0.25,9972,1,0.0,0.0,0.0,1.0,0.0,0.0,full_base_calibration,True,249631,0.249631,128,1000000
sift1m,high-acc,uniform_random,0.25,9972,10,0.0,0.0,0.0,1.0,0.7,0.1,full_base_calibration,True,249631,0.249631,128,1000000
sift1m,high-acc,uniform_random,0.25,9972,100,0.0,0.0,0.0,1.0,0.24,0.24,full_base_calibration,True,249631,0.249631,128,1000000
sift1m,high-acc,uniform_random,0.5,694,1,0.0,0.0,1.0,0.0,0.0,0.0,full_base_calibration,True,499518,0.499518,128,1000000
sift1m,high-acc,uniform_random,0.5,694,10,0.0,1.0,1.0,1.0,0.5,0.4,full_base_calibration,True,499518,0.499518,128,1000000
sift1m,high-acc,uniform_random,0.5,694,100,1.0,1.0,1.0,1.0,0.41,0.41,full_base_calibration,True,499518,0.499518,128,1000000
sift1m,high-acc,uniform_random,0.5,991,1,0.0,0.0,1.0,0.0,0.0,0.0,full_base_calibration,True,499518,0.499518,128,1000000
sift1m,high-acc,uniform_random,0.5,991,10,0.0,1.0,1.0,1.0,0.3,0.2,full_base_calibration,True,499518,0.499518,128,1000000
sift1m,high-acc,uniform_random,0.5,991,100,1.0,1.0,1.0,1.0,0.16,0.16,full_base_calibration,True,499518,0.499518,128,1000000
sift1m,high-acc,uniform_random,0.5,4256,1,0.0,0.0,1.0,1.0,0.0,0.0,full_base_calibration,True,499518,0.499518,128,1000000
sift1m,high-acc,uniform_random,0.5,4256,10,0.0,1.0,1.0,1.0,0.3,0.0,full_base_calibration,True,499518,0.499518,128,1000000
sift1m,high-acc,uniform_random,0.5,4256,100,1.0,1.0,1.0,1.0,0.24,0.24,full_base_calibration,True,499518,0.499518,128,1000000
sift1m,high-acc,uniform_random,0.5,8022,1,0.0,0.0,1.0,0.0,0.0,0.0,full_base_calibration,True,499518,0.499518,128,1000000
sift1m,high-acc,uniform_random,0.5,8022,10,0.0,1.0,1.0,1.0,0.5,0.3,full_base_calibration,True,499518,0.499518,128,1000000
sift1m,high-acc,uniform_random,0.5,8022,100,1.0,1.0,1.0,1.0,0.32,0.32,full_base_calibration,True,499518,0.499518,128,1000000
sift1m,high-acc,uniform_random,0.5,9554,1,0.0,0.0,1.0,0.0,0.0,0.0,full_base_calibration,True,499518,0.499518,128,1000000
sift1m,high-acc,uniform_random,0.5,9554,10,0.0,1.0,1.0,1.0,0.7,0.5,full_base_calibration,True,499518,0.499518,128,1000000
sift1m,high-acc,uniform_random,0.5,9554,100,1.0,1.0,1.0,1.0,0.34,0.34,full_base_calibration,True,499518,0.499518,128,1000000
sift1m,high-acc,uniform_random,0.5,3255,1,0.0,0.0,1.0,0.0,0.0,0.0,full_base_calibration,True,499518,0.499518,128,1000000
sift1m,high-acc,uniform_random,0.5,3255,10,0.0,0.0,1.0,0.0,0.4,0.4,full_base_calibration,True,499518,0.499518,128,1000000
sift1m,high-acc,uniform_random,0.5,3255,100,0.0,0.0,1.0,1.0,0.4,0.4,full_base_calibration,True,499518,0.499518,128,1000000
sift1m,high-acc,uniform_random,0.5,3798,1,1.0,1.0,1.0,0.0,1.0,1.0,full_base_calibration,True,499518,0.499518,128,1000000
sift1m,high-acc,uniform_random,0.5,3798,10,1.0,1.0,1.0,0.0,0.7,0.7,full_base_calibration,True,499518,0.499518,128,1000000
sift1m,high-acc,uniform_random,0.5,3798,100,1.0,1.0,1.0,1.0,0.47,0.47,full_base_calibration,True,499518,0.499518,128,1000000
sift1m,high-acc,uniform_random,0.5,4071,1,0.0,0.0,1.0,0.0,0.0,0.0,full_base_calibration,True,499518,0.499518,128,1000000
sift1m,high-acc,uniform_random,0.5,4071,10,1.0,1.0,1.0,0.0,0.5,0.5,full_base_calibration,True,499518,0.499518,128,1000000
sift1m,high-acc,uniform_random,0.5,4071,100,1.0,1.0,1.0,1.0,0.32,0.32,full_base_calibration,True,499518,0.499518,128,1000000
sift1m,high-acc,uniform_random,0.5,4759,1,0.0,0.0,0.0,0.0,0.0,0.0,full_base_calibration,True,499518,0.499518,128,1000000
sift1m,high-acc,uniform_random,0.5,4759,10,0.0,0.0,0.0,0.0,0.2,0.2,full_base_calibration,True,499518,0.499518,128,1000000
sift1m,high-acc,uniform_random,0.5,4759,100,0.0,0.0,0.0,1.0,0.35,0.35,full_base_calibration,True,499518,0.499518,128,1000000
sift1m,high-acc,uniform_random,0.5,6080,1,1.0,1.0,1.0,0.0,1.0,1.0,full_base_calibration,True,499518,0.499518,128,1000000
sift1m,high-acc,uniform_random,0.5,6080,10,1.0,1.0,1.0,0.0,0.4,0.4,full_base_calibration,True,499518,0.499518,128,1000000
sift1m,high-acc,uniform_random,0.5,6080,100,1.0,1.0,1.0,1.0,0.39,0.39,full_base_calibration,True,499518,0.499518,128,1000000
sift1m,high-acc,uniform_random,0.5,2025,1,0.0,0.0,1.0,0.0,0.0,0.0,full_base_calibration,True,499518,0.499518,128,1000000
sift1m,high-acc,uniform_random,0.5,2025,10,0.0,0.0,1.0,1.0,0.4,0.1,full_base_calibration,True,499518,0.499518,128,1000000
sift1m,high-acc,uniform_random,0.5,2025,100,1.0,1.0,1.0,1.0,0.26,0.26,full_base_calibration,True,499518,0.499518,128,1000000
sift1m,high-acc,uniform_random,0.5,5665,1,0.0,0.0,1.0,1.0,0.0,0.0,full_base_calibration,True,499518,0.499518,128,1000000
sift1m,high-acc,uniform_random,0.5,5665,10,1.0,1.0,1.0,1.0,0.5,0.2,full_base_calibration,True,499518,0.499518,128,1000000
sift1m,high-acc,uniform_random,0.5,5665,100,1.0,1.0,1.0,1.0,0.39,0.39,full_base_calibration,True,499518,0.499518,128,1000000
sift1m,high-acc,uniform_random,0.5,5729,1,0.0,0.0,1.0,0.0,0.0,0.0,full_base_calibration,True,499518,0.499518,128,1000000
sift1m,high-acc,uniform_random,0.5,5729,10,1.0,1.0,1.0,1.0,0.4,0.3,full_base_calibration,True,499518,0.499518,128,1000000
sift1m,high-acc,uniform_random,0.5,5729,100,1.0,1.0,1.0,1.0,0.34,0.34,full_base_calibration,True,499518,0.499518,128,1000000
sift1m,high-acc,uniform_random,0.5,6012,1,0.0,0.0,1.0,0.0,0.0,0.0,full_base_calibration,True,499518,0.499518,128,1000000
sift1m,high-acc,uniform_random,0.5,6012,10,1.0,1.0,1.0,1.0,0.4,0.4,full_base_calibration,True,499518,0.499518,128,1000000
sift1m,high-acc,uniform_random,0.5,6012,100,1.0,1.0,1.0,1.0,0.45,0.45,full_base_calibration,True,499518,0.499518,128,1000000
sift1m,high-acc,uniform_random,0.5,8944,1,1.0,1.0,1.0,0.0,1.0,1.0,full_base_calibration,True,499518,0.499518,128,1000000
sift1m,high-acc,uniform_random,0.5,8944,10,1.0,1.0,1.0,1.0,0.3,0.3,full_base_calibration,True,499518,0.499518,128,1000000
sift1m,high-acc,uniform_random,0.5,8944,100,1.0,1.0,1.0,1.0,0.26,0.26,full_base_calibration,True,499518,0.499518,128,1000000
sift1m,high-acc,uniform_random,0.75,1290,1,0.0,0.0,1.0,0.0,0.0,0.0,full_base_calibration,True,749591,0.749591,128,1000000
sift1m,high-acc,uniform_random,0.75,1290,10,0.0,1.0,1.0,1.0,0.4,0.2,full_base_calibration,True,749591,0.749591,128,1000000
sift1m,high-acc,uniform_random,0.75,1290,100,1.0,1.0,1.0,1.0,0.2,0.2,full_base_calibration,True,749591,0.749591,128,1000000
sift1m,high-acc,uniform_random,0.75,4054,1,0.0,0.0,1.0,1.0,0.0,0.0,full_base_calibration,True,749591,0.749591,128,1000000
sift1m,high-acc,uniform_random,0.75,4054,10,0.0,1.0,1.0,1.0,0.7,0.4,full_base_calibration,True,749591,0.749591,128,1000000
sift1m,high-acc,uniform_random,0.75,4054,100,1.0,1.0,1.0,1.0,0.57,0.57,full_base_calibration,True,749591,0.749591,128,1000000
sift1m,high-acc,uniform_random,0.75,7456,1,0.0,0.0,1.0,0.0,0.0,0.0,full_base_calibration,True,749591,0.749591,128,1000000
sift1m,high-acc,uniform_random,0.75,7456,10,0.0,1.0,1.0,1.0,0.5,0.4,full_base_calibration,True,749591,0.749591,128,1000000
sift1m,high-acc,uniform_random,0.75,7456,100,1.0,1.0,1.0,1.0,0.49,0.49,full_base_calibration,True,749591,0.749591,128,1000000
sift1m,high-acc,uniform_random,0.75,8061,1,0.0,0.0,1.0,0.0,0.0,0.0,full_base_calibration,True,749591,0.749591,128,1000000
sift1m,high-acc,uniform_random,0.75,8061,10,0.0,1.0,1.0,1.0,0.5,0.4,full_base_calibration,True,749591,0.749591,128,1000000
sift1m,high-acc,uniform_random,0.75,8061,100,1.0,1.0,1.0,1.0,0.38,0.38,full_base_calibration,True,749591,0.749591,128,1000000
sift1m,high-acc,uniform_random,0.75,8428,1,0.0,0.0,1.0,1.0,0.0,0.0,full_base_calibration,True,749591,0.749591,128,1000000
sift1m,high-acc,uniform_random,0.75,8428,10,0.0,1.0,1.0,1.0,0.4,0.2,full_base_calibration,True,749591,0.749591,128,1000000
sift1m,high-acc,uniform_random,0.75,8428,100,1.0,1.0,1.0,1.0,0.36,0.36,full_base_calibration,True,749591,0.749591,128,1000000
sift1m,high-acc,uniform_random,0.75,1503,1,1.0,1.0,1.0,0.0,1.0,1.0,full_base_calibration,True,749591,0.749591,128,1000000
sift1m,high-acc,uniform_random,0.75,1503,10,1.0,1.0,1.0,0.0,0.3,0.3,full_base_calibration,True,749591,0.749591,128,1000000
sift1m,high-acc,uniform_random,0.75,1503,100,1.0,1.0,1.0,1.0,0.43,0.43,full_base_calibration,True,749591,0.749591,128,1000000
sift1m,high-acc,uniform_random,0.75,3421,1,1.0,1.0,1.0,0.0,1.0,1.0,full_base_calibration,True,749591,0.749591,128,1000000
sift1m,high-acc,uniform_random,0.75,3421,10,1.0,1.0,1.0,0.0,0.3,0.3,full_base_calibration,True,749591,0.749591,128,1000000
sift1m,high-acc,uniform_random,0.75,3421,100,1.0,1.0,1.0,1.0,0.42,0.42,full_base_calibration,True,749591,0.749591,128,1000000
sift1m,high-acc,uniform_random,0.75,3492,1,0.0,0.0,1.0,0.0,0.0,0.0,full_base_calibration,True,749591,0.749591,128,1000000
sift1m,high-acc,uniform_random,0.75,3492,10,0.0,0.0,1.0,0.0,0.1,0.1,full_base_calibration,True,749591,0.749591,128,1000000
sift1m,high-acc,uniform_random,0.75,3492,100,1.0,1.0,1.0,1.0,0.42,0.42,full_base_calibration,True,749591,0.749591,128,1000000
sift1m,high-acc,uniform_random,0.75,6187,1,0.0,0.0,1.0,0.0,0.0,0.0,full_base_calibration,True,749591,0.749591,128,1000000
sift1m,high-acc,uniform_random,0.75,6187,10,1.0,1.0,1.0,0.0,0.6,0.6,full_base_calibration,True,749591,0.749591,128,1000000
sift1m,high-acc,uniform_random,0.75,6187,100,1.0,1.0,1.0,1.0,0.34,0.34,full_base_calibration,True,749591,0.749591,128,1000000
sift1m,high-acc,uniform_random,0.75,7740,1,1.0,1.0,1.0,0.0,1.0,1.0,full_base_calibration,True,749591,0.749591,128,1000000
sift1m,high-acc,uniform_random,0.75,7740,10,1.0,1.0,1.0,0.0,0.7,0.7,full_base_calibration,True,749591,0.749591,128,1000000
sift1m,high-acc,uniform_random,0.75,7740,100,1.0,1.0,1.0,1.0,0.48,0.48,full_base_calibration,True,749591,0.749591,128,1000000
sift1m,high-acc,uniform_random,0.75,305,1,0.0,0.0,1.0,0.0,0.0,0.0,full_base_calibration,True,749591,0.749591,128,1000000
sift1m,high-acc,uniform_random,0.75,305,10,0.0,0.0,1.0,1.0,0.4,0.3,full_base_calibration,True,749591,0.749591,128,1000000
sift1m,high-acc,uniform_random,0.75,305,100,0.0,0.0,1.0,1.0,0.32,0.32,full_base_calibration,True,749591,0.749591,128,1000000
sift1m,high-acc,uniform_random,0.75,768,1,1.0,1.0,1.0,0.0,1.0,1.0,full_base_calibration,True,749591,0.749591,128,1000000
sift1m,high-acc,uniform_random,0.75,768,10,1.0,1.0,1.0,1.0,0.4,0.3,full_base_calibration,True,749591,0.749591,128,1000000
sift1m,high-acc,uniform_random,0.75,768,100,1.0,1.0,1.0,1.0,0.54,0.54,full_base_calibration,True,749591,0.749591,128,1000000
sift1m,high-acc,uniform_random,0.75,926,1,0.0,0.0,0.0,1.0,0.0,0.0,full_base_calibration,True,749591,0.749591,128,1000000
sift1m,high-acc,uniform_random,0.75,926,10,0.0,0.0,0.0,1.0,0.3,0.1,full_base_calibration,True,749591,0.749591,128,1000000
sift1m,high-acc,uniform_random,0.75,926,100,0.0,0.0,0.0,1.0,0.5,0.5,full_base_calibration,True,749591,0.749591,128,1000000
sift1m,high-acc,uniform_random,0.75,6813,1,0.0,0.0,1.0,0.0,0.0,0.0,full_base_calibration,True,749591,0.749591,128,1000000
sift1m,high-acc,uniform_random,0.75,6813,10,0.0,0.0,1.0,1.0,0.3,0.3,full_base_calibration,True,749591,0.749591,128,1000000
sift1m,high-acc,uniform_random,0.75,6813,100,1.0,1.0,1.0,1.0,0.5,0.5,full_base_calibration,True,749591,0.749591,128,1000000
sift1m,high-acc,uniform_random,0.75,9673,1,0.0,0.0,0.0,0.0,1.0,1.0,full_base_calibration,True,749591,0.749591,128,1000000
sift1m,high-acc,uniform_random,0.75,9673,10,0.0,0.0,0.0,1.0,0.5,0.4,full_base_calibration,True,749591,0.749591,128,1000000
sift1m,high-acc,uniform_random,0.75,9673,100,0.0,0.0,0.0,1.0,0.49,0.49,full_base_calibration,True,749591,0.749591,128,1000000
sift1m,high-acc,clustered_acl,0.1,1687,1,0.0,0.0,1.0,1.0,0.0,0.0,full_base_calibration,True,100000,0.1,128,1000000
sift1m,high-acc,clustered_acl,0.1,1687,10,0.0,1.0,1.0,1.0,0.7,0.0,full_base_calibration,True,100000,0.1,128,1000000
sift1m,high-acc,clustered_acl,0.1,1687,100,1.0,1.0,1.0,1.0,0.11,0.11,full_base_calibration,True,100000,0.1,128,1000000
sift1m,high-acc,clustered_acl,0.1,1811,1,0.0,1.0,1.0,1.0,1.0,0.0,full_base_calibration,True,100000,0.1,128,1000000
sift1m,high-acc,clustered_acl,0.1,1811,10,0.0,1.0,1.0,1.0,0.3,0.0,full_base_calibration,True,100000,0.1,128,1000000
sift1m,high-acc,clustered_acl,0.1,1811,100,1.0,1.0,1.0,1.0,0.13,0.13,full_base_calibration,True,100000,0.1,128,1000000
sift1m,high-acc,clustered_acl,0.1,2784,1,0.0,0.0,1.0,1.0,0.0,0.0,full_base_calibration,True,100000,0.1,128,1000000
sift1m,high-acc,clustered_acl,0.1,2784,10,0.0,1.0,1.0,1.0,0.3,0.2,full_base_calibration,True,100000,0.1,128,1000000
sift1m,high-acc,clustered_acl,0.1,2784,100,1.0,1.0,1.0,1.0,0.11,0.11,full_base_calibration,True,100000,0.1,128,1000000
sift1m,high-acc,clustered_acl,0.1,6681,1,0.0,0.0,1.0,1.0,0.0,0.0,full_base_calibration,True,100000,0.1,128,1000000
sift1m,high-acc,clustered_acl,0.1,6681,10,0.0,1.0,1.0,1.0,0.3,0.1,full_base_calibration,True,100000,0.1,128,1000000
sift1m,high-acc,clustered_acl,0.1,6681,100,1.0,1.0,1.0,1.0,0.09,0.09,full_base_calibration,True,100000,0.1,128,1000000
sift1m,high-acc,clustered_acl,0.1,8748,1,0.0,0.0,1.0,1.0,0.0,0.0,full_base_calibration,True,100000,0.1,128,1000000
sift1m,high-acc,clustered_acl,0.1,8748,10,0.0,1.0,1.0,1.0,0.5,0.1,full_base_calibration,True,100000,0.1,128,1000000
sift1m,high-acc,clustered_acl,0.1,8748,100,1.0,1.0,1.0,1.0,0.09,0.09,full_base_calibration,True,100000,0.1,128,1000000
sift1m,high-acc,clustered_acl,0.1,21,1,0.0,1.0,1.0,1.0,1.0,0.0,full_base_calibration,True,100000,0.1,128,1000000
sift1m,high-acc,clustered_acl,0.1,21,10,1.0,1.0,1.0,1.0,0.5,0.2,full_base_calibration,True,100000,0.1,128,1000000
sift1m,high-acc,clustered_acl,0.1,21,100,1.0,1.0,1.0,1.0,0.09,0.09,full_base_calibration,True,100000,0.1,128,1000000
sift1m,high-acc,clustered_acl,0.1,1103,1,0.0,0.0,0.0,1.0,1.0,0.0,full_base_calibration,True,100000,0.1,128,1000000
sift1m,high-acc,clustered_acl,0.1,1103,10,0.0,0.0,0.0,1.0,0.4,0.2,full_base_calibration,True,100000,0.1,128,1000000
sift1m,high-acc,clustered_acl,0.1,1103,100,0.0,0.0,0.0,1.0,0.13,0.13,full_base_calibration,True,100000,0.1,128,1000000
sift1m,high-acc,clustered_acl,0.1,5979,1,0.0,0.0,0.0,1.0,0.0,0.0,full_base_calibration,True,100000,0.1,128,1000000
sift1m,high-acc,clustered_acl,0.1,5979,10,0.0,0.0,0.0,1.0,0.6,0.0,full_base_calibration,True,100000,0.1,128,1000000
sift1m,high-acc,clustered_acl,0.1,5979,100,0.0,0.0,0.0,1.0,0.09,0.09,full_base_calibration,True,100000,0.1,128,1000000
sift1m,high-acc,clustered_acl,0.1,7748,1,0.0,0.0,0.0,1.0,1.0,0.0,full_base_calibration,True,100000,0.1,128,1000000
sift1m,high-acc,clustered_acl,0.1,7748,10,0.0,0.0,0.0,1.0,0.5,0.1,full_base_calibration,True,100000,0.1,128,1000000
sift1m,high-acc,clustered_acl,0.1,7748,100,0.0,0.0,0.0,1.0,0.07,0.07,full_base_calibration,True,100000,0.1,128,1000000
sift1m,high-acc,clustered_acl,0.1,7877,1,0.0,1.0,1.0,1.0,1.0,0.0,full_base_calibration,True,100000,0.1,128,1000000
sift1m,high-acc,clustered_acl,0.1,7877,10,1.0,1.0,1.0,1.0,0.7,0.4,full_base_calibration,True,100000,0.1,128,1000000
sift1m,high-acc,clustered_acl,0.1,7877,100,1.0,1.0,1.0,1.0,0.08,0.08,full_base_calibration,True,100000,0.1,128,1000000
sift1m,high-acc,clustered_acl,0.25,1108,1,0.0,0.0,1.0,0.0,0.0,0.0,full_base_calibration,True,250000,0.25,128,1000000
sift1m,high-acc,clustered_acl,0.25,1108,10,0.0,1.0,1.0,1.0,0.5,0.1,full_base_calibration,True,250000,0.25,128,1000000
sift1m,high-acc,clustered_acl,0.25,1108,100,1.0,1.0,1.0,1.0,0.19,0.19,full_base_calibration,True,250000,0.25,128,1000000
sift1m,high-acc,clustered_acl,0.25,3972,1,0.0,0.0,1.0,1.0,0.0,0.0,full_base_calibration,True,250000,0.25,128,1000000
sift1m,high-acc,clustered_acl,0.25,3972,10,0.0,1.0,1.0,1.0,0.5,0.1,full_base_calibration,True,250000,0.25,128,1000000
sift1m,high-acc,clustered_acl,0.25,3972,100,1.0,1.0,1.0,1.0,0.18,0.18,full_base_calibration,True,250000,0.25,128,1000000
sift1m,high-acc,clustered_acl,0.25,6002,1,0.0,0.0,1.0,1.0,0.0,0.0,full_base_calibration,True,250000,0.25,128,1000000
sift1m,high-acc,clustered_acl,0.25,6002,10,0.0,1.0,1.0,1.0,0.4,0.0,full_base_calibration,True,250000,0.25,128,1000000
sift1m,high-acc,clustered_acl,0.25,6002,100,1.0,1.0,1.0,1.0,0.22,0.22,full_base_calibration,True,250000,0.25,128,1000000
sift1m,high-acc,clustered_acl,0.25,6568,1,0.0,0.0,1.0,1.0,0.0,0.0,full_base_calibration,True,250000,0.25,128,1000000
sift1m,high-acc,clustered_acl,0.25,6568,10,0.0,1.0,1.0,1.0,0.7,0.3,full_base_calibration,True,250000,0.25,128,1000000
sift1m,high-acc,clustered_acl,0.25,6568,100,1.0,1.0,1.0,1.0,0.24,0.24,full_base_calibration,True,250000,0.25,128,1000000
sift1m,high-acc,clustered_acl,0.25,6945,1,0.0,0.0,1.0,1.0,0.0,0.0,full_base_calibration,True,250000,0.25,128,1000000
sift1m,high-acc,clustered_acl,0.25,6945,10,0.0,1.0,1.0,1.0,0.5,0.1,full_base_calibration,True,250000,0.25,128,1000000
sift1m,high-acc,clustered_acl,0.25,6945,100,1.0,1.0,1.0,1.0,0.17,0.17,full_base_calibration,True,250000,0.25,128,1000000
sift1m,high-acc,clustered_acl,0.25,2709,1,0.0,0.0,0.0,1.0,0.0,0.0,full_base_calibration,True,250000,0.25,128,1000000
sift1m,high-acc,clustered_acl,0.25,2709,10,0.0,0.0,0.0,1.0,0.3,0.1,full_base_calibration,True,250000,0.25,128,1000000
sift1m,high-acc,clustered_acl,0.25,2709,100,0.0,0.0,0.0,1.0,0.24,0.24,full_base_calibration,True,250000,0.25,128,1000000
sift1m,high-acc,clustered_acl,0.25,3113,1,0.0,0.0,0.0,1.0,1.0,0.0,full_base_calibration,True,250000,0.25,128,1000000
sift1m,high-acc,clustered_acl,0.25,3113,10,0.0,0.0,0.0,1.0,0.3,0.1,full_base_calibration,True,250000,0.25,128,1000000
sift1m,high-acc,clustered_acl,0.25,3113,100,0.0,0.0,0.0,1.0,0.24,0.24,full_base_calibration,True,250000,0.25,128,1000000
sift1m,high-acc,clustered_acl,0.25,7907,1,0.0,0.0,0.0,1.0,0.0,0.0,full_base_calibration,True,250000,0.25,128,1000000
sift1m,high-acc,clustered_acl,0.25,7907,10,0.0,0.0,0.0,1.0,0.5,0.1,full_base_calibration,True,250000,0.25,128,1000000
sift1m,high-acc,clustered_acl,0.25,7907,100,0.0,0.0,0.0,1.0,0.14,0.14,full_base_calibration,True,250000,0.25,128,1000000
sift1m,high-acc,clustered_acl,0.25,8531,1,0.0,1.0,1.0,1.0,1.0,0.0,full_base_calibration,True,250000,0.25,128,1000000
sift1m,high-acc,clustered_acl,0.25,8531,10,1.0,1.0,1.0,1.0,0.4,0.2,full_base_calibration,True,250000,0.25,128,1000000
sift1m,high-acc,clustered_acl,0.25,8531,100,1.0,1.0,1.0,1.0,0.19,0.19,full_base_calibration,True,250000,0.25,128,1000000
sift1m,high-acc,clustered_acl,0.25,8910,1,1.0,1.0,1.0,0.0,1.0,1.0,full_base_calibration,True,250000,0.25,128,1000000
sift1m,high-acc,clustered_acl,0.25,8910,10,1.0,1.0,1.0,1.0,0.5,0.3,full_base_calibration,True,250000,0.25,128,1000000
sift1m,high-acc,clustered_acl,0.25,8910,100,1.0,1.0,1.0,1.0,0.28,0.28,full_base_calibration,True,250000,0.25,128,1000000
sift1m,high-acc,clustered_acl,0.5,334,1,0.0,0.0,1.0,1.0,0.0,0.0,full_base_calibration,True,500000,0.5,128,1000000
sift1m,high-acc,clustered_acl,0.5,334,10,0.0,1.0,1.0,1.0,0.6,0.3,full_base_calibration,True,500000,0.5,128,1000000
sift1m,high-acc,clustered_acl,0.5,334,100,1.0,1.0,1.0,1.0,0.22,0.22,full_base_calibration,True,500000,0.5,128,1000000
sift1m,high-acc,clustered_acl,0.5,1527,1,0.0,0.0,1.0,0.0,0.0,0.0,full_base_calibration,True,500000,0.5,128,1000000
sift1m,high-acc,clustered_acl,0.5,1527,10,0.0,1.0,1.0,1.0,0.4,0.2,full_base_calibration,True,500000,0.5,128,1000000
sift1m,high-acc,clustered_acl,0.5,1527,100,1.0,1.0,1.0,1.0,0.4,0.4,full_base_calibration,True,500000,0.5,128,1000000
sift1m,high-acc,clustered_acl,0.5,1847,1,0.0,0.0,1.0,0.0,0.0,0.0,full_base_calibration,True,500000,0.5,128,1000000
sift1m,high-acc,clustered_acl,0.5,1847,10,0.0,1.0,1.0,1.0,0.4,0.2,full_base_calibration,True,500000,0.5,128,1000000
sift1m,high-acc,clustered_acl,0.5,1847,100,1.0,1.0,1.0,1.0,0.34,0.34,full_base_calibration,True,500000,0.5,128,1000000
sift1m,high-acc,clustered_acl,0.5,9012,1,0.0,0.0,1.0,1.0,0.0,0.0,full_base_calibration,True,500000,0.5,128,1000000
sift1m,high-acc,clustered_acl,0.5,9012,10,0.0,1.0,1.0,1.0,0.2,0.1,full_base_calibration,True,500000,0.5,128,1000000
sift1m,high-acc,clustered_acl,0.5,9012,100,1.0,1.0,1.0,1.0,0.29,0.29,full_base_calibration,True,500000,0.5,128,1000000
sift1m,high-acc,clustered_acl,0.5,9104,1,0.0,0.0,1.0,0.0,0.0,0.0,full_base_calibration,True,500000,0.5,128,1000000
sift1m,high-acc,clustered_acl,0.5,9104,10,0.0,1.0,1.0,1.0,0.3,0.2,full_base_calibration,True,500000,0.5,128,1000000
sift1m,high-acc,clustered_acl,0.5,9104,100,1.0,1.0,1.0,1.0,0.35,0.35,full_base_calibration,True,500000,0.5,128,1000000
sift1m,high-acc,clustered_acl,0.5,316,1,1.0,1.0,1.0,0.0,1.0,1.0,full_base_calibration,True,500000,0.5,128,1000000
