dataset,config,policy_mode,selectivity,query_id,k,post_filter_recall,candidate_reference_recall,full_authorized_recall,post_filter_underfill,candidate_vs_full_overlap,post_filter_vs_full_overlap,reference_scope,full_base,visible_count,visible_ratio,dim,num_base
gist1m,high-acc,skewed_acl,0.75,425,100,0.0,0.0,1.0,1.0,0.06,0.06,full_base_calibration,True,750000,0.75,960,1000000
gist1m,high-acc,skewed_acl,0.75,471,1,0.0,0.0,1.0,0.0,0.0,0.0,full_base_calibration,True,750000,0.75,960,1000000
gist1m,high-acc,skewed_acl,0.75,471,10,0.0,0.0,1.0,1.0,0.0,0.0,full_base_calibration,True,750000,0.75,960,1000000
gist1m,high-acc,skewed_acl,0.75,471,100,1.0,1.0,1.0,1.0,0.23,0.23,full_base_calibration,True,750000,0.75,960,1000000
gist1m,high-acc,skewed_acl,0.75,786,1,0.0,0.0,1.0,0.0,0.0,0.0,full_base_calibration,True,750000,0.75,960,1000000
gist1m,high-acc,skewed_acl,0.75,786,10,0.0,0.0,1.0,1.0,0.3,0.3,full_base_calibration,True,750000,0.75,960,1000000
gist1m,high-acc,skewed_acl,0.75,786,100,0.0,0.0,1.0,1.0,0.16,0.16,full_base_calibration,True,750000,0.75,960,1000000
gist1m,high-acc,skewed_acl,0.75,871,1,0.0,0.0,1.0,0.0,0.0,0.0,full_base_calibration,True,750000,0.75,960,1000000
gist1m,high-acc,skewed_acl,0.75,871,10,1.0,1.0,1.0,1.0,0.2,0.2,full_base_calibration,True,750000,0.75,960,1000000
gist1m,high-acc,skewed_acl,0.75,871,100,1.0,1.0,1.0,1.0,0.18,0.18,full_base_calibration,True,750000,0.75,960,1000000
gist1m,zk-opt,uniform_random,0.1,310,1,0.0,0.0,1.0,1.0,0.0,0.0,full_base_calibration,True,100260,0.10026,960,1000000
gist1m,zk-opt,uniform_random,0.1,310,10,0.0,1.0,1.0,1.0,0.2,0.1,full_base_calibration,True,100260,0.10026,960,1000000
gist1m,zk-opt,uniform_random,0.1,310,100,1.0,1.0,1.0,1.0,0.05,0.05,full_base_calibration,True,100260,0.10026,960,1000000
gist1m,zk-opt,uniform_random,0.1,353,1,0.0,0.0,1.0,1.0,0.0,0.0,full_base_calibration,True,100260,0.10026,960,1000000
gist1m,zk-opt,uniform_random,0.1,353,10,0.0,1.0,1.0,1.0,0.2,0.0,full_base_calibration,True,100260,0.10026,960,1000000
gist1m,zk-opt,uniform_random,0.1,353,100,1.0,1.0,1.0,1.0,0.06,0.06,full_base_calibration,True,100260,0.10026,960,1000000
gist1m,zk-opt,uniform_random,0.1,402,1,0.0,0.0,1.0,1.0,0.0,0.0,full_base_calibration,True,100260,0.10026,960,1000000
gist1m,zk-opt,uniform_random,0.1,402,10,0.0,1.0,1.0,1.0,0.3,0.0,full_base_calibration,True,100260,0.10026,960,1000000
gist1m,zk-opt,uniform_random,0.1,402,100,1.0,1.0,1.0,1.0,0.05,0.05,full_base_calibration,True,100260,0.10026,960,1000000
gist1m,zk-opt,uniform_random,0.1,779,1,0.0,0.0,1.0,0.0,0.0,0.0,full_base_calibration,True,100260,0.10026,960,1000000
gist1m,zk-opt,uniform_random,0.1,779,10,0.0,1.0,1.0,1.0,0.3,0.1,full_base_calibration,True,100260,0.10026,960,1000000
gist1m,zk-opt,uniform_random,0.1,779,100,1.0,1.0,1.0,1.0,0.17,0.17,full_base_calibration,True,100260,0.10026,960,1000000
gist1m,zk-opt,uniform_random,0.1,955,1,0.0,0.0,1.0,1.0,0.0,0.0,full_base_calibration,True,100260,0.10026,960,1000000
gist1m,zk-opt,uniform_random,0.1,955,10,0.0,1.0,1.0,1.0,0.3,0.0,full_base_calibration,True,100260,0.10026,960,1000000
gist1m,zk-opt,uniform_random,0.1,955,100,1.0,1.0,1.0,1.0,0.04,0.04,full_base_calibration,True,100260,0.10026,960,1000000
gist1m,zk-opt,uniform_random,0.1,299,1,0.0,0.0,0.0,0.0,0.0,0.0,full_base_calibration,True,100260,0.10026,960,1000000
gist1m,zk-opt,uniform_random,0.1,299,10,0.0,0.0,0.0,1.0,0.0,0.0,full_base_calibration,True,100260,0.10026,960,1000000
gist1m,zk-opt,uniform_random,0.1,299,100,0.0,0.0,0.0,1.0,0.01,0.01,full_base_calibration,True,100260,0.10026,960,1000000
gist1m,zk-opt,uniform_random,0.1,516,1,0.0,0.0,0.0,0.0,0.0,0.0,full_base_calibration,True,100260,0.10026,960,1000000
gist1m,zk-opt,uniform_random,0.1,516,10,0.0,0.0,0.0,1.0,0.4,0.3,full_base_calibration,True,100260,0.10026,960,1000000
gist1m,zk-opt,uniform_random,0.1,516,100,0.0,0.0,0.0,1.0,0.12,0.12,full_base_calibration,True,100260,0.10026,960,1000000
gist1m,zk-opt,uniform_random,0.1,606,1,0.0,0.0,0.0,1.0,0.0,0.0,full_base_calibration,True,100260,0.10026,960,1000000
gist1m,zk-opt,uniform_random,0.1,606,10,0.0,0.0,0.0,1.0,0.1,0.0,full_base_calibration,True,100260,0.10026,960,1000000
gist1m,zk-opt,uniform_random,0.1,606,100,0.0,0.0,0.0,1.0,0.05,0.05,full_base_calibration,True,100260,0.10026,960,1000000
gist1m,zk-opt,uniform_random,0.1,759,1,0.0,0.0,0.0,0.0,1.0,1.0,full_base_calibration,True,100260,0.10026,960,1000000
gist1m,zk-opt,uniform_random,0.1,759,10,0.0,0.0,0.0,1.0,0.1,0.1,full_base_calibration,True,100260,0.10026,960,1000000
gist1m,zk-opt,uniform_random,0.1,759,100,0.0,0.0,0.0,1.0,0.04,0.04,full_base_calibration,True,100260,0.10026,960,1000000
gist1m,zk-opt,uniform_random,0.1,803,1,0.0,0.0,0.0,1.0,0.0,0.0,full_base_calibration,True,100260,0.10026,960,1000000
gist1m,zk-opt,uniform_random,0.1,803,10,0.0,0.0,0.0,1.0,0.2,0.0,full_base_calibration,True,100260,0.10026,960,1000000
gist1m,zk-opt,uniform_random,0.1,803,100,0.0,0.0,0.0,1.0,0.05,0.05,full_base_calibration,True,100260,0.10026,960,1000000
gist1m,zk-opt,uniform_random,0.25,5,1,0.0,0.0,1.0,1.0,0.0,0.0,full_base_calibration,True,249512,0.249512,960,1000000
gist1m,zk-opt,uniform_random,0.25,5,10,0.0,1.0,1.0,1.0,0.3,0.0,full_base_calibration,True,249512,0.249512,960,1000000
gist1m,zk-opt,uniform_random,0.25,5,100,1.0,1.0,1.0,1.0,0.1,0.1,full_base_calibration,True,249512,0.249512,960,1000000
gist1m,zk-opt,uniform_random,0.25,224,1,0.0,0.0,1.0,1.0,0.0,0.0,full_base_calibration,True,249512,0.249512,960,1000000
gist1m,zk-opt,uniform_random,0.25,224,10,0.0,1.0,1.0,1.0,0.2,0.0,full_base_calibration,True,249512,0.249512,960,1000000
gist1m,zk-opt,uniform_random,0.25,224,100,1.0,1.0,1.0,1.0,0.1,0.1,full_base_calibration,True,249512,0.249512,960,1000000
gist1m,zk-opt,uniform_random,0.25,466,1,0.0,0.0,1.0,1.0,0.0,0.0,full_base_calibration,True,249512,0.249512,960,1000000
gist1m,zk-opt,uniform_random,0.25,466,10,0.0,1.0,1.0,1.0,0.2,0.0,full_base_calibration,True,249512,0.249512,960,1000000
gist1m,zk-opt,uniform_random,0.25,466,100,1.0,1.0,1.0,1.0,0.11,0.11,full_base_calibration,True,249512,0.249512,960,1000000
gist1m,zk-opt,uniform_random,0.25,474,1,0.0,0.0,1.0,1.0,0.0,0.0,full_base_calibration,True,249512,0.249512,960,1000000
gist1m,zk-opt,uniform_random,0.25,474,10,0.0,1.0,1.0,1.0,0.1,0.0,full_base_calibration,True,249512,0.249512,960,1000000
gist1m,zk-opt,uniform_random,0.25,474,100,1.0,1.0,1.0,1.0,0.1,0.1,full_base_calibration,True,249512,0.249512,960,1000000
gist1m,zk-opt,uniform_random,0.25,901,1,0.0,0.0,1.0,1.0,0.0,0.0,full_base_calibration,True,249512,0.249512,960,1000000
gist1m,zk-opt,uniform_random,0.25,901,10,0.0,1.0,1.0,1.0,0.4,0.0,full_base_calibration,True,249512,0.249512,960,1000000
gist1m,zk-opt,uniform_random,0.25,901,100,1.0,1.0,1.0,1.0,0.2,0.2,full_base_calibration,True,249512,0.249512,960,1000000
gist1m,zk-opt,uniform_random,0.25,177,1,0.0,0.0,0.0,0.0,0.0,0.0,full_base_calibration,True,249512,0.249512,960,1000000
gist1m,zk-opt,uniform_random,0.25,177,10,0.0,0.0,0.0,1.0,0.1,0.1,full_base_calibration,True,249512,0.249512,960,1000000
gist1m,zk-opt,uniform_random,0.25,177,100,0.0,0.0,0.0,1.0,0.07,0.07,full_base_calibration,True,249512,0.249512,960,1000000
gist1m,zk-opt,uniform_random,0.25,217,1,0.0,0.0,1.0,1.0,0.0,0.0,full_base_calibration,True,249512,0.249512,960,1000000
gist1m,zk-opt,uniform_random,0.25,217,10,0.0,0.0,1.0,1.0,0.3,0.1,full_base_calibration,True,249512,0.249512,960,1000000
gist1m,zk-opt,uniform_random,0.25,217,100,0.0,0.0,1.0,1.0,0.14,0.14,full_base_calibration,True,249512,0.249512,960,1000000
gist1m,zk-opt,uniform_random,0.25,576,1,0.0,0.0,0.0,1.0,0.0,0.0,full_base_calibration,True,249512,0.249512,960,1000000
gist1m,zk-opt,uniform_random,0.25,576,10,0.0,0.0,0.0,1.0,0.0,0.0,full_base_calibration,True,249512,0.249512,960,1000000
gist1m,zk-opt,uniform_random,0.25,576,100,0.0,0.0,0.0,1.0,0.07,0.07,full_base_calibration,True,249512,0.249512,960,1000000
gist1m,zk-opt,uniform_random,0.25,685,1,0.0,0.0,0.0,1.0,0.0,0.0,full_base_calibration,True,249512,0.249512,960,1000000
gist1m,zk-opt,uniform_random,0.25,685,10,0.0,0.0,0.0,1.0,0.0,0.0,full_base_calibration,True,249512,0.249512,960,1000000
gist1m,zk-opt,uniform_random,0.25,685,100,0.0,0.0,0.0,1.0,0.04,0.04,full_base_calibration,True,249512,0.249512,960,1000000
gist1m,zk-opt,uniform_random,0.25,759,1,0.0,0.0,0.0,1.0,0.0,0.0,full_base_calibration,True,249512,0.249512,960,1000000
gist1m,zk-opt,uniform_random,0.25,759,10,0.0,0.0,0.0,1.0,0.1,0.0,full_base_calibration,True,249512,0.249512,960,1000000
gist1m,zk-opt,uniform_random,0.25,759,100,0.0,0.0,0.0,1.0,0.06,0.06,full_base_calibration,True,249512,0.249512,960,1000000
gist1m,zk-opt,uniform_random,0.5,13,1,0.0,0.0,1.0,0.0,0.0,0.0,full_base_calibration,True,500412,0.500412,960,1000000
gist1m,zk-opt,uniform_random,0.5,13,10,0.0,1.0,1.0,1.0,0.3,0.2,full_base_calibration,True,500412,0.500412,960,1000000
gist1m,zk-opt,uniform_random,0.5,13,100,1.0,1.0,1.0,1.0,0.16,0.16,full_base_calibration,True,500412,0.500412,960,1000000
gist1m,zk-opt,uniform_random,0.5,92,1,0.0,0.0,1.0,1.0,0.0,0.0,full_base_calibration,True,500412,0.500412,960,1000000
gist1m,zk-opt,uniform_random,0.5,92,10,0.0,1.0,1.0,1.0,0.2,0.0,full_base_calibration,True,500412,0.500412,960,1000000
gist1m,zk-opt,uniform_random,0.5,92,100,1.0,1.0,1.0,1.0,0.2,0.2,full_base_calibration,True,500412,0.500412,960,1000000
gist1m,zk-opt,uniform_random,0.5,122,1,0.0,0.0,1.0,0.0,0.0,0.0,full_base_calibration,True,500412,0.500412,960,1000000
gist1m,zk-opt,uniform_random,0.5,122,10,0.0,1.0,1.0,1.0,0.2,0.1,full_base_calibration,True,500412,0.500412,960,1000000
gist1m,zk-opt,uniform_random,0.5,122,100,1.0,1.0,1.0,1.0,0.22,0.22,full_base_calibration,True,500412,0.500412,960,1000000
gist1m,zk-opt,uniform_random,0.5,530,1,0.0,0.0,1.0,1.0,0.0,0.0,full_base_calibration,True,500412,0.500412,960,1000000
gist1m,zk-opt,uniform_random,0.5,530,10,0.0,1.0,1.0,1.0,0.1,0.0,full_base_calibration,True,500412,0.500412,960,1000000
gist1m,zk-opt,uniform_random,0.5,530,100,1.0,1.0,1.0,1.0,0.17,0.17,full_base_calibration,True,500412,0.500412,960,1000000
gist1m,zk-opt,uniform_random,0.5,932,1,0.0,0.0,1.0,1.0,0.0,0.0,full_base_calibration,True,500412,0.500412,960,1000000
gist1m,zk-opt,uniform_random,0.5,932,10,0.0,1.0,1.0,1.0,0.2,0.0,full_base_calibration,True,500412,0.500412,960,1000000
gist1m,zk-opt,uniform_random,0.5,932,100,1.0,1.0,1.0,1.0,0.17,0.17,full_base_calibration,True,500412,0.500412,960,1000000
gist1m,zk-opt,uniform_random,0.5,22,1,0.0,0.0,0.0,0.0,0.0,0.0,full_base_calibration,True,500412,0.500412,960,1000000
gist1m,zk-opt,uniform_random,0.5,22,10,0.0,0.0,0.0,1.0,0.1,0.1,full_base_calibration,True,500412,0.500412,960,1000000
gist1m,zk-opt,uniform_random,0.5,22,100,0.0,0.0,0.0,1.0,0.07,0.07,full_base_calibration,True,500412,0.500412,960,1000000
gist1m,zk-opt,uniform_random,0.5,113,1,0.0,0.0,1.0,0.0,0.0,0.0,full_base_calibration,True,500412,0.500412,960,1000000
gist1m,zk-opt,uniform_random,0.5,113,10,1.0,1.0,1.0,1.0,0.2,0.2,full_base_calibration,True,500412,0.500412,960,1000000
gist1m,zk-opt,uniform_random,0.5,113,100,1.0,1.0,1.0,1.0,0.26,0.26,full_base_calibration,True,500412,0.500412,960,1000000
gist1m,zk-opt,uniform_random,0.5,251,1,0.0,0.0,0.0,0.0,0.0,0.0,full_base_calibration,True,500412,0.500412,960,1000000
gist1m,zk-opt,uniform_random,0.5,251,10,0.0,0.0,0.0,1.0,0.0,0.0,full_base_calibration,True,500412,0.500412,960,1000000
gist1m,zk-opt,uniform_random,0.5,251,100,0.0,0.0,0.0,1.0,0.13,0.13,full_base_calibration,True,500412,0.500412,960,1000000
gist1m,zk-opt,uniform_random,0.5,589,1,0.0,0.0,1.0,0.0,0.0,0.0,full_base_calibration,True,500412,0.500412,960,1000000
gist1m,zk-opt,uniform_random,0.5,589,10,0.0,0.0,1.0,1.0,0.0,0.0,full_base_calibration,True,500412,0.500412,960,1000000
gist1m,zk-opt,uniform_random,0.5,589,100,0.0,0.0,1.0,1.0,0.09,0.09,full_base_calibration,True,500412,0.500412,960,1000000
gist1m,zk-opt,uniform_random,0.5,816,1,0.0,0.0,1.0,1.0,0.0,0.0,full_base_calibration,True,500412,0.500412,960,1000000
gist1m,zk-opt,uniform_random,0.5,816,10,0.0,0.0,1.0,1.0,0.0,0.0,full_base_calibration,True,500412,0.500412,960,1000000
gist1m,zk-opt,uniform_random,0.5,816,100,0.0,0.0,1.0,1.0,0.07,0.07,full_base_calibration,True,500412,0.500412,960,1000000
gist1m,zk-opt,uniform_random,0.75,166,1,0.0,0.0,1.0,0.0,0.0,0.0,full_base_calibration,True,750353,0.750353,960,1000000
gist1m,zk-opt,uniform_random,0.75,166,10,0.0,1.0,1.0,1.0,0.1,0.0,full_base_calibration,True,750353,0.750353,960,1000000
gist1m,zk-opt,uniform_random,0.75,166,100,1.0,1.0,1.0,1.0,0.05,0.05,full_base_calibration,True,750353,0.750353,960,1000000
gist1m,zk-opt,uniform_random,0.75,444,1,0.0,0.0,1.0,0.0,0.0,0.0,full_base_calibration,True,750353,0.750353,960,1000000
gist1m,zk-opt,uniform_random,0.75,444,10,0.0,1.0,1.0,1.0,0.2,0.1,full_base_calibration,True,750353,0.750353,960,1000000
gist1m,zk-opt,uniform_random,0.75,444,100,1.0,1.0,1.0,1.0,0.17,0.17,full_base_calibration,True,750353,0.750353,960,1000000
gist1m,zk-opt,uniform_random,0.75,509,1,0.0,0.0,1.0,0.0,0.0,0.0,full_base_calibration,True,750353,0.750353,960,1000000
gist1m,zk-opt,uniform_random,0.75,509,10,0.0,1.0,1.0,1.0,0.1,0.0,full_base_calibration,True,750353,0.750353,960,1000000
gist1m,zk-opt,uniform_random,0.75,509,100,1.0,1.0,1.0,1.0,0.28,0.28,full_base_calibration,True,750353,0.750353,960,1000000
gist1m,zk-opt,uniform_random,0.75,779,1,0.0,0.0,1.0,0.0,0.0,0.0,full_base_calibration,True,750353,0.750353,960,1000000
gist1m,zk-opt,uniform_random,0.75,779,10,0.0,1.0,1.0,1.0,0.2,0.1,full_base_calibration,True,750353,0.750353,960,1000000
gist1m,zk-opt,uniform_random,0.75,779,100,1.0,1.0,1.0,1.0,0.15,0.15,full_base_calibration,True,750353,0.750353,960,1000000
gist1m,zk-opt,uniform_random,0.75,928,1,0.0,0.0,1.0,0.0,0.0,0.0,full_base_calibration,True,750353,0.750353,960,1000000
gist1m,zk-opt,uniform_random,0.75,928,10,0.0,1.0,1.0,1.0,0.4,0.3,full_base_calibration,True,750353,0.750353,960,1000000
gist1m,zk-opt,uniform_random,0.75,928,100,1.0,1.0,1.0,1.0,0.28,0.28,full_base_calibration,True,750353,0.750353,960,1000000
gist1m,zk-opt,uniform_random,0.75,69,1,1.0,1.0,1.0,0.0,1.0,1.0,full_base_calibration,True,750353,0.750353,960,1000000
gist1m,zk-opt,uniform_random,0.75,69,10,1.0,1.0,1.0,0.0,0.3,0.3,full_base_calibration,True,750353,0.750353,960,1000000
gist1m,zk-opt,uniform_random,0.75,69,100,1.0,1.0,1.0,1.0,0.24,0.24,full_base_calibration,True,750353,0.750353,960,1000000
gist1m,zk-opt,uniform_random,0.75,376,1,0.0,0.0,1.0,0.0,0.0,0.0,full_base_calibration,True,750353,0.750353,960,1000000
gist1m,zk-opt,uniform_random,0.75,376,10,0.0,0.0,1.0,0.0,0.0,0.0,full_base_calibration,True,750353,0.750353,960,1000000
gist1m,zk-opt,uniform_random,0.75,376,100,1.0,1.0,1.0,1.0,0.22,0.22,full_base_calibration,True,750353,0.750353,960,1000000
gist1m,zk-opt,uniform_random,0.75,412,1,0.0,0.0,1.0,0.0,0.0,0.0,full_base_calibration,True,750353,0.750353,960,1000000
gist1m,zk-opt,uniform_random,0.75,412,10,1.0,1.0,1.0,0.0,0.2,0.2,full_base_calibration,True,750353,0.750353,960,1000000
gist1m,zk-opt,uniform_random,0.75,412,100,1.0,1.0,1.0,1.0,0.15,0.15,full_base_calibration,True,750353,0.750353,960,1000000
gist1m,zk-opt,uniform_random,0.75,502,1,0.0,0.0,0.0,0.0,0.0,0.0,full_base_calibration,True,750353,0.750353,960,1000000
gist1m,zk-opt,uniform_random,0.75,502,10,0.0,0.0,0.0,0.0,0.0,0.0,full_base_calibration,True,750353,0.750353,960,1000000
gist1m,zk-opt,uniform_random,0.75,502,100,0.0,0.0,0.0,1.0,0.13,0.13,full_base_calibration,True,750353,0.750353,960,1000000
gist1m,zk-opt,uniform_random,0.75,709,1,1.0,1.0,1.0,0.0,1.0,1.0,full_base_calibration,True,750353,0.750353,960,1000000
gist1m,zk-opt,uniform_random,0.75,709,10,1.0,1.0,1.0,0.0,0.2,0.2,full_base_calibration,True,750353,0.750353,960,1000000
gist1m,zk-opt,uniform_random,0.75,709,100,1.0,1.0,1.0,1.0,0.08,0.08,full_base_calibration,True,750353,0.750353,960,1000000
gist1m,zk-opt,uniform_random,0.75,288,1,0.0,0.0,1.0,0.0,0.0,0.0,full_base_calibration,True,750353,0.750353,960,1000000
gist1m,zk-opt,uniform_random,0.75,288,10,0.0,0.0,1.0,1.0,0.1,0.1,full_base_calibration,True,750353,0.750353,960,1000000
gist1m,zk-opt,uniform_random,0.75,288,100,0.0,0.0,1.0,1.0,0.11,0.11,full_base_calibration,True,750353,0.750353,960,1000000
gist1m,zk-opt,uniform_random,0.75,449,1,0.0,0.0,0.0,0.0,0.0,0.0,full_base_calibration,True,750353,0.750353,960,1000000
gist1m,zk-opt,uniform_random,0.75,449,10,0.0,0.0,0.0,1.0,0.2,0.2,full_base_calibration,True,750353,0.750353,960,1000000
gist1m,zk-opt,uniform_random,0.75,449,100,0.0,0.0,0.0,1.0,0.15,0.15,full_base_calibration,True,750353,0.750353,960,1000000
gist1m,zk-opt,uniform_random,0.75,648,1,0.0,0.0,1.0,0.0,0.0,0.0,full_base_calibration,True,750353,0.750353,960,1000000
gist1m,zk-opt,uniform_random,0.75,648,10,0.0,0.0,1.0,1.0,0.1,0.1,full_base_calibration,True,750353,0.750353,960,1000000
gist1m,zk-opt,uniform_random,0.75,648,100,1.0,1.0,1.0,1.0,0.12,0.12,full_base_calibration,True,750353,0.750353,960,1000000
gist1m,zk-opt,uniform_random,0.75,652,1,0.0,0.0,1.0,1.0,0.0,0.0,full_base_calibration,True,750353,0.750353,960,1000000
gist1m,zk-opt,uniform_random,0.75,652,10,0.0,0.0,1.0,1.0,0.0,0.0,full_base_calibration,True,750353,0.750353,960,1000000
gist1m,zk-opt,uniform_random,0.75,652,100,1.0,1.0,1.0,1.0,0.12,0.12,full_base_calibration,True,750353,0.750353,960,1000000
gist1m,zk-opt,uniform_random,0.75,888,1,0.0,0.0,0.0,1.0,0.0,0.0,full_base_calibration,True,750353,0.750353,960,1000000
gist1m,zk-opt,uniform_random,0.75,888,10,0.0,0.0,0.0,1.0,0.0,0.0,full_base_calibration,True,750353,0.750353,960,1000000
gist1m,zk-opt,uniform_random,0.75,888,100,0.0,0.0,0.0,1.0,0.11,0.11,full_base_calibration,True,750353,0.750353,960,1000000
gist1m,zk-opt,clustered_acl,0.1,68,1,0.0,0.0,1.0,1.0,0.0,0.0,full_base_calibration,True,100000,0.1,960,1000000
gist1m,zk-opt,clustered_acl,0.1,68,10,0.0,1.0,1.0,1.0,0.1,0.0,full_base_calibration,True,100000,0.1,960,1000000
gist1m,zk-opt,clustered_acl,0.1,68,100,1.0,1.0,1.0,1.0,0.02,0.02,full_base_calibration,True,100000,0.1,960,1000000
gist1m,zk-opt,clustered_acl,0.1,362,1,0.0,0.0,1.0,1.0,0.0,0.0,full_base_calibration,True,100000,0.1,960,1000000
gist1m,zk-opt,clustered_acl,0.1,362,10,0.0,1.0,1.0,1.0,0.4,0.1,full_base_calibration,True,100000,0.1,960,1000000
gist1m,zk-opt,clustered_acl,0.1,362,100,1.0,1.0,1.0,1.0,0.11,0.11,full_base_calibration,True,100000,0.1,960,1000000
gist1m,zk-opt,clustered_acl,0.1,670,1,0.0,0.0,1.0,1.0,0.0,0.0,full_base_calibration,True,100000,0.1,960,1000000
gist1m,zk-opt,clustered_acl,0.1,670,10,0.0,1.0,1.0,1.0,0.4,0.2,full_base_calibration,True,100000,0.1,960,1000000
gist1m,zk-opt,clustered_acl,0.1,670,100,1.0,1.0,1.0,1.0,0.06,0.06,full_base_calibration,True,100000,0.1,960,1000000
gist1m,zk-opt,clustered_acl,0.1,724,1,0.0,0.0,1.0,0.0,0.0,0.0,full_base_calibration,True,100000,0.1,960,1000000
gist1m,zk-opt,clustered_acl,0.1,724,10,0.0,1.0,1.0,1.0,0.2,0.1,full_base_calibration,True,100000,0.1,960,1000000
gist1m,zk-opt,clustered_acl,0.1,724,100,1.0,1.0,1.0,1.0,0.07,0.07,full_base_calibration,True,100000,0.1,960,1000000
gist1m,zk-opt,clustered_acl,0.1,810,1,0.0,0.0,1.0,1.0,0.0,0.0,full_base_calibration,True,100000,0.1,960,1000000
gist1m,zk-opt,clustered_acl,0.1,810,10,0.0,1.0,1.0,1.0,0.5,0.1,full_base_calibration,True,100000,0.1,960,1000000
gist1m,zk-opt,clustered_acl,0.1,810,100,1.0,1.0,1.0,1.0,0.12,0.12,full_base_calibration,True,100000,0.1,960,1000000
gist1m,zk-opt,clustered_acl,0.1,11,1,0.0,0.0,0.0,1.0,0.0,0.0,full_base_calibration,True,100000,0.1,960,1000000
gist1m,zk-opt,clustered_acl,0.1,11,10,0.0,0.0,0.0,1.0,0.1,0.0,full_base_calibration,True,100000,0.1,960,1000000
gist1m,zk-opt,clustered_acl,0.1,11,100,0.0,0.0,0.0,1.0,0.05,0.05,full_base_calibration,True,100000,0.1,960,1000000
gist1m,zk-opt,clustered_acl,0.1,139,1,0.0,0.0,0.0,1.0,0.0,0.0,full_base_calibration,True,100000,0.1,960,1000000
gist1m,zk-opt,clustered_acl,0.1,139,10,0.0,0.0,0.0,1.0,0.1,0.0,full_base_calibration,True,100000,0.1,960,1000000
gist1m,zk-opt,clustered_acl,0.1,139,100,0.0,0.0,0.0,1.0,0.03,0.03,full_base_calibration,True,100000,0.1,960,1000000
gist1m,zk-opt,clustered_acl,0.1,312,1,0.0,0.0,0.0,1.0,0.0,0.0,full_base_calibration,True,100000,0.1,960,1000000
gist1m,zk-opt,clustered_acl,0.1,312,10,0.0,0.0,0.0,1.0,0.3,0.0,full_base_calibration,True,100000,0.1,960,1000000
gist1m,zk-opt,clustered_acl,0.1,312,100,0.0,0.0,0.0,1.0,0.05,0.05,full_base_calibration,True,100000,0.1,960,1000000
gist1m,zk-opt,clustered_acl,0.1,367,1,0.0,0.0,0.0,1.0,0.0,0.0,full_base_calibration,True,100000,0.1,960,1000000
gist1m,zk-opt,clustered_acl,0.1,367,10,0.0,0.0,0.0,1.0,0.0,0.0,full_base_calibration,True,100000,0.1,960,1000000
gist1m,zk-opt,clustered_acl,0.1,367,100,0.0,0.0,0.0,1.0,0.05,0.05,full_base_calibration,True,100000,0.1,960,1000000
gist1m,zk-opt,clustered_acl,0.1,760,1,0.0,0.0,0.0,1.0,0.0,0.0,full_base_calibration,True,100000,0.1,960,1000000
gist1m,zk-opt,clustered_acl,0.1,760,10,0.0,0.0,0.0,1.0,0.2,0.0,full_base_calibration,True,100000,0.1,960,1000000
gist1m,zk-opt,clustered_acl,0.1,760,100,0.0,0.0,0.0,1.0,0.12,0.12,full_base_calibration,True,100000,0.1,960,1000000
gist1m,zk-opt,clustered_acl,0.25,125,1,0.0,0.0,1.0,0.0,0.0,0.0,full_base_calibration,True,250000,0.25,960,1000000
gist1m,zk-opt,clustered_acl,0.25,125,10,0.0,1.0,1.0,1.0,0.1,0.0,full_base_calibration,True,250000,0.25,960,1000000
gist1m,zk-opt,clustered_acl,0.25,125,100,1.0,1.0,1.0,1.0,0.06,0.06,full_base_calibration,True,250000,0.25,960,1000000
gist1m,zk-opt,clustered_acl,0.25,458,1,0.0,0.0,1.0,0.0,0.0,0.0,full_base_calibration,True,250000,0.25,960,1000000
gist1m,zk-opt,clustered_acl,0.25,458,10,0.0,1.0,1.0,1.0,0.2,0.0,full_base_calibration,True,250000,0.25,960,1000000
gist1m,zk-opt,clustered_acl,0.25,458,100,1.0,1.0,1.0,1.0,0.08,0.08,full_base_calibration,True,250000,0.25,960,1000000
gist1m,zk-opt,clustered_acl,0.25,597,1,0.0,0.0,1.0,1.0,0.0,0.0,full_base_calibration,True,250000,0.25,960,1000000
gist1m,zk-opt,clustered_acl,0.25,597,10,0.0,1.0,1.0,1.0,0.1,0.0,full_base_calibration,True,250000,0.25,960,1000000
gist1m,zk-opt,clustered_acl,0.25,597,100,1.0,1.0,1.0,1.0,0.07,0.07,full_base_calibration,True,250000,0.25,960,1000000
gist1m,zk-opt,clustered_acl,0.25,827,1,0.0,0.0,1.0,1.0,0.0,0.0,full_base_calibration,True,250000,0.25,960,1000000
gist1m,zk-opt,clustered_acl,0.25,827,10,0.0,1.0,1.0,1.0,0.1,0.0,full_base_calibration,True,250000,0.25,960,1000000
gist1m,zk-opt,clustered_acl,0.25,827,100,1.0,1.0,1.0,1.0,0.08,0.08,full_base_calibration,True,250000,0.25,960,1000000
gist1m,zk-opt,clustered_acl,0.25,845,1,0.0,0.0,1.0,0.0,0.0,0.0,full_base_calibration,True,250000,0.25,960,1000000
gist1m,zk-opt,clustered_acl,0.25,845,10,0.0,1.0,1.0,1.0,0.1,0.0,full_base_calibration,True,250000,0.25,960,1000000
gist1m,zk-opt,clustered_acl,0.25,845,100,1.0,1.0,1.0,1.0,0.05,0.05,full_base_calibration,True,250000,0.25,960,1000000
