case_id,workload_model,physical_layout,num_objects,num_roles,num_signatures,query_role,merged_k,seed,n_lists,slot_per_list,N_slots,N_valid,N_vis,N_invis,effective_selectivity,total_memberships,stored_entries_norm,region_count,pure_visible_regions,pure_invisible_regions,impure_regions,pure_visible_region_ratio,pure_invisible_region_ratio,impure_region_ratio,pure_visible_valid_ratio,pure_invisible_valid_ratio,impure_valid_ratio,N_dist_masked,N_dist_plan,N_dist_ideal,dist_reduction_plan,dist_reduction_ideal,estimated_cost_masked,estimated_cost_plan,estimated_cost_ideal,estimated_region_cost,estimated_visibility_cost,estimated_distance_cost,estimated_mask_topk_cost,SA_commit,PA_plan,PA_ideal,plan_vs_masked_cost,ideal_vs_masked_cost,planned_equals_masked,validation_passed
acl_signature_r14_mk0_s1_o4096_sig64,access_signature_layout,acl_signature,4096,16,64,14,0,1,64,64,4096,4096,1117,2979,0.272705,17399,1.062500,64,16,48,0,0.250000,0.750000,0.000000,0.272705,0.727295,0.000000,4096,1117,1117,0.727295,0.727295,61440,15586,24580,320,0,11170,4096,1.437500,1.020293,1.609060,0.253678,0.400065,true,true
acl_signature_r14_mk0_s2_o4096_sig64,access_signature_layout,acl_signature,4096,16,64,14,0,2,64,64,4096,4096,428,3668,0.104492,10907,1.062500,62,14,48,0,0.225806,0.774194,0.000000,0.104492,0.895508,0.000000,4096,428,428,0.895508,0.895508,61440,8686,17001,310,0,4280,4096,1.425781,1.035774,2.027307,0.141374,0.276709,true,true
acl_signature_r14_mk0_s3_o4096_sig64,access_signature_layout,acl_signature,4096,16,64,14,0,3,64,64,4096,4096,1492,2604,0.364258,18908,1.062500,64,17,47,0,0.265625,0.734375,0.000000,0.364258,0.635742,0.000000,4096,1492,1492,0.635742,0.635742,61440,19336,28705,320,0,14920,4096,1.437500,1.016293,1.508725,0.314714,0.467204,true,true
acl_signature_r14_mk0_s4_o4096_sig64,access_signature_layout,acl_signature,4096,16,64,14,0,4,64,64,4096,4096,773,3323,0.188721,18837,1.062500,64,17,47,0,0.265625,0.734375,0.000000,0.188721,0.811279,0.000000,4096,773,773,0.811279,0.811279,61440,12146,20796,320,0,7730,4096,1.437500,1.026191,1.757013,0.197689,0.338477,true,true
acl_signature_r15_mk0_s0_o4096_sig64,access_signature_layout,acl_signature,4096,16,64,15,0,0,64,64,4096,4096,3454,642,0.843262,25802,1.062500,64,27,37,0,0.421875,0.578125,0.000000,0.843262,0.156738,0.000000,4096,3454,3454,0.156738,0.156738,61440,38956,50287,320,0,34540,4096,1.437500,1.008022,1.301221,0.634049,0.818473,true,true
acl_signature_r15_mk0_s1_o4096_sig64,access_signature_layout,acl_signature,4096,16,64,15,0,1,64,64,4096,4096,1171,2925,0.285889,17399,1.062500,64,18,46,0,0.281250,0.718750,0.000000,0.285889,0.714111,0.000000,4096,1171,1171,0.714111,0.714111,61440,16126,25174,320,0,11710,4096,1.437500,1.019600,1.591679,0.262467,0.409733,true,true
acl_signature_r15_mk0_s2_o4096_sig64,access_signature_layout,acl_signature,4096,16,64,15,0,2,64,64,4096,4096,734,3362,0.179199,10907,1.062500,62,15,47,0,0.241935,0.758065,0.000000,0.179199,0.820801,0.000000,4096,734,734,0.820801,0.820801,61440,11746,20367,310,0,7340,4096,1.425781,1.026210,1.779399,0.191178,0.331494,true,true
acl_signature_r15_mk0_s3_o4096_sig64,access_signature_layout,acl_signature,4096,16,64,15,0,3,64,64,4096,4096,963,3133,0.235107,18908,1.062500,64,20,44,0,0.312500,0.687500,0.000000,0.235107,0.764893,0.000000,4096,963,963,0.764893,0.764893,61440,14046,22886,320,0,9630,4096,1.437500,1.022568,1.666133,0.228613,0.372493,true,true
acl_signature_r15_mk0_s4_o4096_sig64,access_signature_layout,acl_signature,4096,16,64,15,0,4,64,64,4096,4096,850,3246,0.207520,18837,1.062500,64,26,38,0,0.406250,0.593750,0.000000,0.207520,0.792480,0.000000,4096,850,850,0.792480,0.792480,61440,12916,21643,320,0,8500,4096,1.437500,1.024591,1.716881,0.210221,0.352262,true,true
oracle_authorized_view_r0_mk0_s0_o4096_sig64,access_signature_layout,oracle_authorized_view,4096,16,64,0,0,0,64,64,4096,4096,2095,2001,0.511475,25802,6.299316,2,1,1,0,0.500000,0.500000,0.000000,0.511475,0.488525,0.000000,4096,2095,2095,0.488525,0.488525,61440,25056,35338,10,0,20950,4096,6.330566,1.000000,1.410361,0.407813,0.575163,true,true
oracle_authorized_view_r0_mk0_s1_o4096_sig64,access_signature_layout,oracle_authorized_view,4096,16,64,0,0,1,64,64,4096,4096,1559,2537,0.380615,17399,4.247803,2,1,1,0,0.500000,0.500000,0.000000,0.380615,0.619385,0.000000,4096,1559,1559,0.619385,0.619385,61440,19696,29442,10,0,15590,4096,4.279053,1.000000,1.494821,0.320573,0.479199,true,true
oracle_authorized_view_r0_mk0_s2_o4096_sig64,access_signature_layout,oracle_authorized_view,4096,16,64,0,0,2,64,64,4096,4096,388,3708,0.094727,10907,2.662842,2,1,1,0,0.500000,0.500000,0.000000,0.094727,0.905273,0.000000,4096,388,388,0.905273,0.905273,61440,7986,16561,10,0,3880,4096,2.694092,1.000000,2.073754,0.129980,0.269548,true,true
oracle_authorized_view_r0_mk0_s3_o4096_sig64,access_signature_layout,oracle_authorized_view,4096,16,64,0,0,3,64,64,4096,4096,1264,2832,0.308594,18908,4.616211,2,1,1,0,0.500000,0.500000,0.000000,0.308594,0.691406,0.000000,4096,1264,1264,0.691406,0.691406,61440,16746,26197,10,0,12640,4096,4.647461,1.000000,1.564374,0.272559,0.426383,true,true
oracle_authorized_view_r0_mk0_s4_o4096_sig64,access_signature_layout,oracle_authorized_view,4096,16,64,0,0,4,64,64,4096,4096,879,3217,0.214600,18837,4.598877,2,1,1,0,0.500000,0.500000,0.000000,0.214600,0.785400,0.000000,4096,879,879,0.785400,0.785400,61440,12896,21962,10,0,8790,4096,4.630127,1.000000,1.703009,0.209896,0.357454,true,true
oracle_authorized_view_r1_mk0_s0_o4096_sig64,access_signature_layout,oracle_authorized_view,4096,16,64,1,0,0,64,64,4096,4096,1729,2367,0.422119,25802,6.299316,2,1,1,0,0.500000,0.500000,0.000000,0.422119,0.577881,0.000000,4096,1729,1729,0.577881,0.577881,61440,21396,31312,10,0,17290,4096,6.330566,1.000000,1.463451,0.348242,0.509635,true,true
oracle_authorized_view_r1_mk0_s1_o4096_sig64,access_signature_layout,oracle_authorized_view,4096,16,64,1,0,1,64,64,4096,4096,2460,1636,0.600586,17399,4.247803,2,1,1,0,0.500000,0.500000,0.000000,0.600586,0.399414,0.000000,4096,2460,2460,0.399414,0.399414,61440,28706,39353,10,0,24600,4096,4.279053,1.000000,1.370898,0.467220,0.640511,true,true
oracle_authorized_view_r1_mk0_s2_o4096_sig64,access_signature_layout,oracle_authorized_view,4096,16,64,1,0,2,64,64,4096,4096,441,3655,0.107666,10907,2.662842,2,1,1,0,0.500000,0.500000,0.000000,0.107666,0.892334,0.000000,4096,441,441,0.892334,0.892334,61440,8516,17144,10,0,4410,4096,2.694092,1.000000,2.013152,0.138607,0.279036,true,true
oracle_authorized_view_r1_mk0_s3_o4096_sig64,access_signature_layout,oracle_authorized_view,4096,16,64,1,0,3,64,64,4096,4096,355,3741,0.086670,18908,4.616211,2,1,1,0,0.500000,0.500000,0.000000,0.086670,0.913330,0.000000,4096,355,355,0.913330,0.913330,61440,7656,16198,10,0,3550,4096,4.647461,1.000000,2.115726,0.124609,0.263639,true,true
oracle_authorized_view_r1_mk0_s4_o4096_sig64,access_signature_layout,oracle_authorized_view,4096,16,64,1,0,4,64,64,4096,4096,2524,1572,0.616211,18837,4.598877,2,1,1,0,0.500000,0.500000,0.000000,0.616211,0.383789,0.000000,4096,2524,2524,0.383789,0.383789,61440,29346,40057,10,0,25240,4096,4.630127,1.000000,1.364990,0.477637,0.651969,true,true
oracle_authorized_view_r2_mk0_s0_o4096_sig64,access_signature_layout,oracle_authorized_view,4096,16,64,2,0,0,64,64,4096,4096,975,3121,0.238037,25802,6.299316,2,1,1,0,0.500000,0.500000,0.000000,0.238037,0.761963,0.000000,4096,975,975,0.761963,0.761963,61440,13856,23018,10,0,9750,4096,6.330566,1.000000,1.661230,0.225521,0.374642,true,true
oracle_authorized_view_r2_mk0_s1_o4096_sig64,access_signature_layout,oracle_authorized_view,4096,16,64,2,0,1,64,64,4096,4096,1873,2223,0.457275,17399,4.247803,2,1,1,0,0.500000,0.500000,0.000000,0.457275,0.542725,0.000000,4096,1873,1873,0.542725,0.542725,61440,22836,32896,10,0,18730,4096,4.279053,1.000000,1.440532,0.371680,0.535417,true,true
oracle_authorized_view_r2_mk0_s2_o4096_sig64,access_signature_layout,oracle_authorized_view,4096,16,64,2,0,2,64,64,4096,4096,2309,1787,0.563721,10907,2.662842,2,1,1,0,0.500000,0.500000,0.000000,0.563721,0.436279,0.000000,4096,2309,2309,0.436279,0.436279,61440,27196,37692,10,0,23090,4096,2.694092,1.000000,1.385939,0.442643,0.613477,true,true
oracle_authorized_view_r2_mk0_s3_o4096_sig64,access_signature_layout,oracle_authorized_view,4096,16,64,2,0,3,64,64,4096,4096,651,3445,0.158936,18908,4.616211,2,1,1,0,0.500000,0.500000,0.000000,0.158936,0.841064,0.000000,4096,651,651,0.841064,0.841064,61440,10616,19454,10,0,6510,4096,4.647461,1.000000,1.832517,0.172786,0.316634,true,true
oracle_authorized_view_r2_mk0_s4_o4096_sig64,access_signature_layout,oracle_authorized_view,4096,16,64,2,0,4,64,64,4096,4096,828,3268,0.202148,18837,4.598877,2,1,1,0,0.500000,0.500000,0.000000,0.202148,0.797852,0.000000,4096,828,828,0.797852,0.797852,61440,12386,21401,10,0,8280,4096,4.630127,1.000000,1.727838,0.201595,0.348324,true,true
oracle_authorized_view_r3_mk0_s0_o4096_sig64,access_signature_layout,oracle_authorized_view,4096,16,64,3,0,0,64,64,4096,4096,1073,3023,0.261963,25802,6.299316,2,1,1,0,0.500000,0.500000,0.000000,0.261963,0.738037,0.000000,4096,1073,1073,0.738037,0.738037,61440,14836,24096,10,0,10730,4096,6.330566,1.000000,1.624157,0.241471,0.392188,true,true
oracle_authorized_view_r3_mk0_s1_o4096_sig64,access_signature_layout,oracle_authorized_view,4096,16,64,3,0,1,64,64,4096,4096,1131,2965,0.276123,17399,4.247803,2,1,1,0,0.500000,0.500000,0.000000,0.276123,0.723877,0.000000,4096,1131,1131,0.723877,0.723877,61440,15416,24734,10,0,11310,4096,4.279053,1.000000,1.604437,0.250911,0.402572,true,true
oracle_authorized_view_r3_mk0_s2_o4096_sig64,access_signature_layout,oracle_authorized_view,4096,16,64,3,0,2,64,64,4096,4096,228,3868,0.055664,10907,2.662842,2,1,1,0,0.500000,0.500000,0.000000,0.055664,0.944336,0.000000,4096,228,228,0.944336,0.944336,61440,6386,14801,10,0,2280,4096,2.694092,1.000000,2.317726,0.103939,0.240902,true,true
oracle_authorized_view_r3_mk0_s3_o4096_sig64,access_signature_layout,oracle_authorized_view,4096,16,64,3,0,3,64,64,4096,4096,700,3396,0.170898,18908,4.616211,2,1,1,0,0.500000,0.500000,0.000000,0.170898,0.829102,0.000000,4096,700,700,0.829102,0.829102,61440,11106,19993,10,0,7000,4096,4.647461,1.000000,1.800198,0.180762,0.325407,true,true
oracle_authorized_view_r3_mk0_s4_o4096_sig64,access_signature_layout,oracle_authorized_view,4096,16,64,3,0,4,64,64,4096,4096,562,3534,0.137207,18837,4.598877,2,1,1,0,0.500000,0.500000,0.000000,0.137207,0.862793,0.000000,4096,562,562,0.862793,0.862793,61440,9726,18475,10,0,5620,4096,4.630127,1.000000,1.899548,0.158301,0.300700,true,true
oracle_authorized_view_r4_mk0_s0_o4096_sig64,access_signature_layout,oracle_authorized_view,4096,16,64,4,0,0,64,64,4096,4096,2886,1210,0.704590,25802,6.299316,2,1,1,0,0.500000,0.500000,0.000000,0.704590,0.295410,0.000000,4096,2886,2886,0.295410,0.295410,61440,32966,44039,10,0,28860,4096,6.330566,1.000000,1.335892,0.536556,0.716781,true,true
oracle_authorized_view_r4_mk0_s1_o4096_sig64,access_signature_layout,oracle_authorized_view,4096,16,64,4,0,1,64,64,4096,4096,2246,1850,0.548340,17399,4.247803,2,1,1,0,0.500000,0.500000,0.000000,0.548340,0.451660,0.000000,4096,2246,2246,0.451660,0.451660,61440,26566,36999,10,0,22460,4096,4.279053,1.000000,1.392720,0.432389,0.602197,true,true
oracle_authorized_view_r4_mk0_s2_o4096_sig64,access_signature_layout,oracle_authorized_view,4096,16,64,4,0,2,64,64,4096,4096,583,3513,0.142334,10907,2.662842,2,1,1,0,0.500000,0.500000,0.000000,0.142334,0.857666,0.000000,4096,583,583,0.857666,0.857666,61440,9936,18706,10,0,5830,4096,2.694092,1.000000,1.882649,0.161719,0.304460,true,true
oracle_authorized_view_r4_mk0_s3_o4096_sig64,access_signature_layout,oracle_authorized_view,4096,16,64,4,0,3,64,64,4096,4096,2226,1870,0.543457,18908,4.616211,2,1,1,0,0.500000,0.500000,0.000000,0.543457,0.456543,0.000000,4096,2226,2226,0.456543,0.456543,61440,26366,36779,10,0,22260,4096,4.647461,1.000000,1.394940,0.429134,0.598617,true,true
oracle_authorized_view_r4_mk0_s4_o4096_sig64,access_signature_layout,oracle_authorized_view,4096,16,64,4,0,4,64,64,4096,4096,1300,2796,0.317383,18837,4.598877,2,1,1,0,0.500000,0.500000,0.000000,0.317383,0.682617,0.000000,4096,1300,1300,0.682617,0.682617,61440,17106,26593,10,0,13000,4096,4.630127,1.000000,1.554601,0.278418,0.432829,true,true
oracle_authorized_view_r5_mk0_s0_o4096_sig64,access_signature_layout,oracle_authorized_view,4096,16,64,5,0,0,64,64,4096,4096,582,3514,0.142090,25802,6.299316,2,1,1,0,0.500000,0.500000,0.000000,0.142090,0.857910,0.000000,4096,582,582,0.857910,0.857910,61440,9926,18695,10,0,5820,4096,6.330566,1.000000,1.883437,0.161556,0.304281,true,true
oracle_authorized_view_r5_mk0_s1_o4096_sig64,access_signature_layout,oracle_authorized_view,4096,16,64,5,0,1,64,64,4096,4096,459,3637,0.112061,17399,4.247803,2,1,1,0,0.500000,0.500000,0.000000,0.112061,0.887939,0.000000,4096,459,459,0.887939,0.887939,61440,8696,17342,10,0,4590,4096,4.279053,1.000000,1.994250,0.141536,0.282259,true,true
oracle_authorized_view_r5_mk0_s2_o4096_sig64,access_signature_layout,oracle_authorized_view,4096,16,64,5,0,2,64,64,4096,4096,636,3460,0.155273,10907,2.662842,2,1,1,0,0.500000,0.500000,0.000000,0.155273,0.844727,0.000000,4096,636,636,0.844727,0.844727,61440,10466,19289,10,0,6360,4096,2.694092,1.000000,1.843015,0.170345,0.313949,true,true
oracle_authorized_view_r5_mk0_s3_o4096_sig64,access_signature_layout,oracle_authorized_view,4096,16,64,5,0,3,64,64,4096,4096,2052,2044,0.500977,18908,4.616211,2,1,1,0,0.500000,0.500000,0.000000,0.500977,0.499023,0.000000,4096,2052,2052,0.499023,0.499023,61440,24626,34865,10,0,20520,4096,4.647461,1.000000,1.415780,0.400814,0.567464,true,true
oracle_authorized_view_r5_mk0_s4_o4096_sig64,access_signature_layout,oracle_authorized_view,4096,16,64,5,0,4,64,64,4096,4096,371,3725,0.090576,18837,4.598877,2,1,1,0,0.500000,0.500000,0.000000,0.090576,0.909424,0.000000,4096,371,371,0.909424,0.909424,61440,7816,16374,10,0,3710,4096,4.630127,1.000000,2.094933,0.127214,0.266504,true,true
oracle_authorized_view_r6_mk0_s0_o4096_sig64,access_signature_layout,oracle_authorized_view,4096,16,64,6,0,0,64,64,4096,4096,2054,2042,0.501465,25802,6.299316,2,1,1,0,0.500000,0.500000,0.000000,0.501465,0.498535,0.000000,4096,2054,2054,0.498535,0.498535,61440,24646,34887,10,0,20540,4096,6.330566,1.000000,1.415524,0.401139,0.567822,true,true
oracle_authorized_view_r6_mk0_s1_o4096_sig64,access_signature_layout,oracle_authorized_view,4096,16,64,6,0,1,64,64,4096,4096,772,3324,0.188477,17399,4.247803,2,1,1,0,0.500000,0.500000,0.000000,0.188477,0.811523,0.000000,4096,772,772,0.811523,0.811523,61440,11826,20785,10,0,7720,4096,4.279053,1.000000,1.757568,0.192480,0.338298,true,true
oracle_authorized_view_r6_mk0_s2_o4096_sig64,access_signature_layout,oracle_authorized_view,4096,16,64,6,0,2,64,64,4096,4096,248,3848,0.060547,10907,2.662842,2,1,1,0,0.500000,0.500000,0.000000,0.060547,0.939453,0.000000,4096,248,248,0.939453,0.939453,61440,6586,15021,10,0,2480,4096,2.694092,1.000000,2.280747,0.107194,0.244482,true,true
oracle_authorized_view_r6_mk0_s3_o4096_sig64,access_signature_layout,oracle_authorized_view,4096,16,64,6,0,3,64,64,4096,4096,320,3776,0.078125,18908,4.616211,2,1,1,0,0.500000,0.500000,0.000000,0.078125,0.921875,0.000000,4096,320,320,0.921875,0.921875,61440,7306,15813,10,0,3200,4096,4.647461,1.000000,2.164385,0.118913,0.257373,true,true
oracle_authorized_view_r6_mk0_s4_o4096_sig64,access_signature_layout,oracle_authorized_view,4096,16,64,6,0,4,64,64,4096,4096,2775,1321,0.677490,18837,4.598877,2,1,1,0,0.500000,0.500000,0.000000,0.677490,0.322510,0.000000,4096,2775,2775,0.322510,0.322510,61440,31856,42818,10,0,27750,4096,4.630127,1.000000,1.344111,0.518490,0.696908,true,true
oracle_authorized_view_r7_mk0_s0_o4096_sig64,access_signature_layout,oracle_authorized_view,4096,16,64,7,0,0,64,64,4096,4096,2322,1774,0.566895,25802,6.299316,2,1,1,0,0.500000,0.500000,0.000000,0.566895,0.433105,0.000000,4096,2322,2322,0.433105,0.433105,61440,27326,37835,10,0,23220,4096,6.330566,1.000000,1.384579,0.444759,0.615804,true,true
oracle_authorized_view_r7_mk0_s1_o4096_sig64,access_signature_layout,oracle_authorized_view,4096,16,64,7,0,1,64,64,4096,4096,1224,2872,0.298828,17399,4.247803,2,1,1,0,0.500000,0.500000,0.000000,0.298828,0.701172,0.000000,4096,1224,1224,0.701172,0.701172,61440,16346,25757,10,0,12240,4096,4.279053,1.000000,1.575737,0.266048,0.419222,true,true
oracle_authorized_view_r7_mk0_s2_o4096_sig64,access_signature_layout,oracle_authorized_view,4096,16,64,7,0,2,64,64,4096,4096,691,3405,0.168701,10907,2.662842,2,1,1,0,0.500000,0.500000,0.000000,0.168701,0.831299,0.000000,4096,691,691,0.831299,0.831299,61440,11016,19894,10,0,6910,4096,2.694092,1.000000,1.805919,0.179297,0.323796,true,true
oracle_authorized_view_r7_mk0_s3_o4096_sig64,access_signature_layout,oracle_authorized_view,4096,16,64,7,0,3,64,64,4096,4096,2577,1519,0.629150,18908,4.616211,2,1,1,0,0.500000,0.500000,0.000000,0.629150,0.370850,0.000000,4096,2577,2577,0.370850,0.370850,61440,29876,40640,10,0,25770,4096,4.647461,1.000000,1.360289,0.486263,0.661458,true,true
oracle_authorized_view_r7_mk0_s4_o4096_sig64,access_signature_layout,oracle_authorized_view,4096,16,64,7,0,4,64,64,4096,4096,222,3874,0.054199,18837,4.598877,2,1,1,0,0.500000,0.500000,0.000000,0.054199,0.945801,0.000000,4096,222,222,0.945801,0.945801,61440,6326,14735,10,0,2220,4096,4.630127,1.000000,2.329276,0.102962,0.239827,true,true
oracle_authorized_view_r8_mk0_s0_o4096_sig64,access_signature_layout,oracle_authorized_view,4096,16,64,8,0,0,64,64,4096,4096,3043,1053,0.742920,25802,6.299316,2,1,1,0,0.500000,0.500000,0.000000,0.742920,0.257080,0.000000,4096,3043,3043,0.257080,0.257080,61440,34536,45766,10,0,30430,4096,6.330566,1.000000,1.325168,0.562109,0.744889,true,true
oracle_authorized_view_r8_mk0_s1_o4096_sig64,access_signature_layout,oracle_authorized_view,4096,16,64,8,0,1,64,64,4096,4096,444,3652,0.108398,17399,4.247803,2,1,1,0,0.500000,0.500000,0.000000,0.108398,0.891602,0.000000,4096,444,444,0.891602,0.891602,61440,8546,17177,10,0,4440,4096,4.279053,1.000000,2.009946,0.139095,0.279574,true,true
oracle_authorized_view_r8_mk0_s2_o4096_sig64,access_signature_layout,oracle_authorized_view,4096,16,64,8,0,2,64,64,4096,4096,601,3495,0.146729,10907,2.662842,2,1,1,0,0.500000,0.500000,0.000000,0.146729,0.853271,0.000000,4096,601,601,0.853271,0.853271,61440,10116,18904,10,0,6010,4096,2.694092,1.000000,1.868723,0.164648,0.307682,true,true
oracle_authorized_view_r8_mk0_s3_o4096_sig64,access_signature_layout,oracle_authorized_view,4096,16,64,8,0,3,64,64,4096,4096,771,3325,0.188232,18908,4.616211,2,1,1,0,0.500000,0.500000,0.000000,0.188232,0.811768,0.000000,4096,771,771,0.811768,0.811768,61440,11816,20774,10,0,7710,4096,4.647461,1.000000,1.758125,0.192318,0.338118,true,true
oracle_authorized_view_r8_mk0_s4_o4096_sig64,access_signature_layout,oracle_authorized_view,4096,16,64,8,0,4,64,64,4096,4096,1201,2895,0.293213,18837,4.598877,2,1,1,0,0.500000,0.500000,0.000000,0.293213,0.706787,0.000000,4096,1201,1201,0.706787,0.706787,61440,16116,25504,10,0,12010,4096,4.630127,1.000000,1.582527,0.262305,0.415104,true,true
oracle_authorized_view_r9_mk0_s0_o4096_sig64,access_signature_layout,oracle_authorized_view,4096,16,64,9,0,0,64,64,4096,4096,902,3194,0.220215,25802,6.299316,2,1,1,0,0.500000,0.500000,0.000000,0.220215,0.779785,0.000000,4096,902,902,0.779785,0.779785,61440,13126,22215,10,0,9020,4096,6.330566,1.000000,1.692442,0.213639,0.361572,true,true
oracle_authorized_view_r9_mk0_s1_o4096_sig64,access_signature_layout,oracle_authorized_view,4096,16,64,9,0,1,64,64,4096,4096,513,3583,0.125244,17399,4.247803,2,1,1,0,0.500000,0.500000,0.000000,0.125244,0.874756,0.000000,4096,513,513,0.874756,0.874756,61440,9236,17936,10,0,5130,4096,4.279053,1.000000,1.941966,0.150326,0.291927,true,true
oracle_authorized_view_r9_mk0_s2_o4096_sig64,access_signature_layout,oracle_authorized_view,4096,16,64,9,0,2,64,64,4096,4096,700,3396,0.170898,10907,2.662842,2,1,1,0,0.500000,0.500000,0.000000,0.170898,0.829102,0.000000,4096,700,700,0.829102,0.829102,61440,11106,19993,10,0,7000,4096,2.694092,1.000000,1.800198,0.180762,0.325407,true,true
oracle_authorized_view_r9_mk0_s3_o4096_sig64,access_signature_layout,oracle_authorized_view,4096,16,64,9,0,3,64,64,4096,4096,2710,1386,0.661621,18908,4.616211,2,1,1,0,0.500000,0.500000,0.000000,0.661621,0.338379,0.000000,4096,2710,2710,0.338379,0.338379,61440,31206,42103,10,0,27100,4096,4.647461,1.000000,1.349196,0.507910,0.685270,true,true
oracle_authorized_view_r9_mk0_s4_o4096_sig64,access_signature_layout,oracle_authorized_view,4096,16,64,9,0,4,64,64,4096,4096,2204,1892,0.538086,18837,4.598877,2,1,1,0,0.500000,0.500000,0.000000,0.538086,0.461914,0.000000,4096,2204,2204,0.461914,0.461914,61440,26146,36537,10,0,22040,4096,4.630127,1.000000,1.397422,0.425553,0.594678,true,true
oracle_authorized_view_r10_mk0_s0_o4096_sig64,access_signature_layout,oracle_authorized_view,4096,16,64,10,0,0,64,64,4096,4096,184,3912,0.044922,25802,6.299316,2,1,1,0,0.500000,0.500000,0.000000,0.044922,0.955078,0.000000,4096,184,184,0.955078,0.955078,61440,5946,14317,10,0,1840,4096,6.330566,1.000000,2.407837,0.096777,0.233024,true,true
oracle_authorized_view_r10_mk0_s1_o4096_sig64,access_signature_layout,oracle_authorized_view,4096,16,64,10,0,1,64,64,4096,4096,849,3247,0.207275,17399,4.247803,2,1,1,0,0.500000,0.500000,0.000000,0.207275,0.792725,0.000000,4096,849,849,0.792725,0.792725,61440,12596,21632,10,0,8490,4096,4.279053,1.000000,1.717371,0.205013,0.352083,true,true
oracle_authorized_view_r10_mk0_s2_o4096_sig64,access_signature_layout,oracle_authorized_view,4096,16,64,10,0,2,64,64,4096,4096,347,3749,0.084717,10907,2.662842,2,1,1,0,0.500000,0.500000,0.000000,0.084717,0.915283,0.000000,4096,347,347,0.915283,0.915283,61440,7576,16110,10,0,3470,4096,2.694092,1.000000,2.126452,0.123307,0.262207,true,true
oracle_authorized_view_r10_mk0_s3_o4096_sig64,access_signature_layout,oracle_authorized_view,4096,16,64,10,0,3,64,64,4096,4096,659,3437,0.160889,18908,4.616211,2,1,1,0,0.500000,0.500000,0.000000,0.160889,0.839111,0.000000,4096,659,659,0.839111,0.839111,61440,10696,19542,10,0,6590,4096,4.647461,1.000000,1.827038,0.174089,0.318066,true,true
oracle_authorized_view_r10_mk0_s4_o4096_sig64,access_signature_layout,oracle_authorized_view,4096,16,64,10,0,4,64,64,4096,4096,409,3687,0.099854,18837,4.598877,2,1,1,0,0.500000,0.500000,0.000000,0.099854,0.900146,0.000000,4096,409,409,0.900146,0.900146,61440,8196,16792,10,0,4090,4096,4.630127,1.000000,2.048804,0.133398,0.273307,true,true
oracle_authorized_view_r11_mk0_s0_o4096_sig64,access_signature_layout,oracle_authorized_view,4096,16,64,11,0,0,64,64,4096,4096,1067,3029,0.260498,25802,6.299316,2,1,1,0,0.500000,0.500000,0.000000,0.260498,0.739502,0.000000,4096,1067,1067,0.739502,0.739502,61440,14776,24030,10,0,10670,4096,6.330566,1.000000,1.626286,0.240495,0.391113,true,true
oracle_authorized_view_r11_mk0_s1_o4096_sig64,access_signature_layout,oracle_authorized_view,4096,16,64,11,0,1,64,64,4096,4096,272,3824,0.066406,17399,4.247803,2,1,1,0,0.500000,0.500000,0.000000,0.066406,0.933594,0.000000,4096,272,272,0.933594,0.933594,61440,6826,15285,10,0,2720,4096,4.279053,1.000000,2.239232,0.111100,0.248779,true,true
oracle_authorized_view_r11_mk0_s2_o4096_sig64,access_signature_layout,oracle_authorized_view,4096,16,64,11,0,2,64,64,4096,4096,1044,3052,0.254883,10907,2.662842,2,1,1,0,0.500000,0.500000,0.000000,0.254883,0.745117,0.000000,4096,1044,1044,0.745117,0.745117,61440,14546,23777,10,0,10440,4096,2.694092,1.000000,1.634607,0.236751,0.386995,true,true
oracle_authorized_view_r11_mk0_s3_o4096_sig64,access_signature_layout,oracle_authorized_view,4096,16,64,11,0,3,64,64,4096,4096,583,3513,0.142334,18908,4.616211,2,1,1,0,0.500000,0.500000,0.000000,0.142334,0.857666,0.000000,4096,583,583,0.857666,0.857666,61440,9936,18706,10,0,5830,4096,4.647461,1.000000,1.882649,0.161719,0.304460,true,true
oracle_authorized_view_r11_mk0_s4_o4096_sig64,access_signature_layout,oracle_authorized_view,4096,16,64,11,0,4,64,64,4096,4096,2210,1886,0.539551,18837,4.598877,2,1,1,0,0.500000,0.500000,0.000000,0.539551,0.460449,0.000000,4096,2210,2210,0.460449,0.460449,61440,26206,36603,10,0,22100,4096,4.630127,1.000000,1.396741,0.426530,0.595752,true,true
oracle_authorized_view_r12_mk0_s0_o4096_sig64,access_signature_layout,oracle_authorized_view,4096,16,64,12,0,0,64,64,4096,4096,748,3348,0.182617,25802,6.299316,2,1,1,0,0.500000,0.500000,0.000000,0.182617,0.817383,0.000000,4096,748,748,0.817383,0.817383,61440,11586,20521,10,0,7480,4096,6.330566,1.000000,1.771189,0.188574,0.334001,true,true
oracle_authorized_view_r12_mk0_s1_o4096_sig64,access_signature_layout,oracle_authorized_view,4096,16,64,12,0,1,64,64,4096,4096,697,3399,0.170166,17399,4.247803,2,1,1,0,0.500000,0.500000,0.000000,0.170166,0.829834,0.000000,4096,697,697,0.829834,0.829834,61440,11076,19960,10,0,6970,4096,4.279053,1.000000,1.802095,0.180273,0.324870,true,true
